N3,FIRES CELL,Fires,OP 3.1.7,,Employ Coordination Measures,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.7.1 15.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1.7,7.0,"Coordinate and deconflict firing unit launch positions, missile fly outs, and overwater flight with subordinate commands.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.7.1 15.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1.7,8.0,Plan and coordinate TLAM flight corridors with JFACC.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.7.1 15.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.3,,Plan and Coordinate subordinate operations to Conduct Offensive Counterair (OCA),C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.7.1 15.7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.3,13.0,Identify and coordinate targets that TLAM is a viable weapon of choice for desired effects.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.3,14.0,Plan and coordinate firing until potential launch positions that are mutually supported or deconflicted with other missions.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.3,15.0,"Coordinate and deconflict firing unit launch positions, missile fly outs, and overwater flight with subordinate commands.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.3,16.0,Plan and coordinate TLAM flight corridors with JFACC.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.4,,Plan and Coordinate subordinate operations to Conduct Suppression of Enemy Air Defenses (SEAD),C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.4,13.0,Identify and coordinate targets that TLAM is a viable weapon of choice for desired effects.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.4,14.0,Plan and coordinate firing until potential launch positions that are mutually supported or deconflicted with other missions.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.4,15.0,"Coordinate and deconflict firing unit launch positions, missile fly outs, and overwater flight with subordinate commands.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.4,16.0,Plan and coordinate TLAM flight corridors with JFACC.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 1.7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.6,,Plan and Coordinate subordinate operations to Provide Fires,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 2.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.6,11.0,Identify and coordinate targets that TLAM is a viable weapon of choice for desired effects.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.6,12.0,Plan and coordinate firing until potential launch positions that are mutually supported or deconflicted with other missions.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.6,13.0,"Coordinate and deconflict firing unit launch positions, missile fly outs, and overwater flight with subordinate commands.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.6,14.0,Plan and coordinate TLAM flight corridors with JFACC.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.7,1.0,"Allocate and assign maritime forces for assigned targets, per JIPTL.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.2.7,12.0,"Coordinate and deconflict firing unit launch positions, missile fly outs, and overwater flight with subordinate commands.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1,,Plan and Coordinate [Maritime] Targeting,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1,1.0,"Research maritime, joint, US Government and allied kinetic and non-kinetic fires capabilities in development of Fires staff estimate.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1,13.0,Identify and coordinate targets that TLAM is a viable weapon of choice for desired effects.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.8 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1,17,Establish and rehearse process(es) for coordinating multi-dimensional Fires timing and tempo.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 14.9 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1,17.1,Develop processes to coordinate TLAM fires with other fires,,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Fires,OP 3.1,17.2,Rehearse processes to coordinate TLAM fires with other fires,,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.3.3,,Plan and Coordinate Waterspace Management,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.3.3,6,"Coordinate to ensure proper water space management is adequate, deconflicting civilian shipping with maritime operations.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.3.3,6.1,Plan with NCAGS to deconflict launch and flight profiles,,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.3.3,9.0,Plan and coordinate firing unit potential launch positions that are mutually supported or deconflicted with other missions.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.2,,Plan and Coordinate subordinate Operational Maneuver and Force Positioning,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.2 21.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.2,8.0,Plan and coordinate firing unit potential launch positions that are mutually supported or deconflicted with other missions.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.3  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.2,9.0,Identify specific firing units to conduct Tomahawk strike missions.,C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.3.3 12.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Movement & Maneuver,OP 1.2,10.0,"Coordinate and deconflict firing unit launch positions, Tomahawk fly-outs, and overwater flight with subordinate commands.",C322,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence NTA 2.2.1.2  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,,"Manage Intelligence, Surveillance, and Reconnaissance (ISR)",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence NTA 2.2.1.2 11.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,4,Coordinate ISR inputs for organic or external tasking with MOC Operations and subordinate commands.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,4.1,Review the 7MD for the CM working group,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,4.2,Verify appropriate MOC ops personnel and subordinate commands are included on the invite,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 1.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,4.3,"Verify ""inputs"" includes requirement for attendees to bring organic or external tasking needs and capabilities",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 1.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,4.4,Identify CM cell person who consolidates all the inputs,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 1.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,5.0,"Determine whether organic or external ISR assets are available and whether request(s) meets priorities, to include coordination with the NALE.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 1.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10,"Coordinate dynamic ISR retasking of organic platforms, and if necessary, joint force assets supporting maritime requirements.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 1.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.1,Create a list of all the organic collection platforms and joint force assets supporting maritime requirements,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.2,"Document method for tasking and communicating with each platform and asset ""owner""",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.3,Create a decision support matrix to determine when dynamic ISR tasking is warranted,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.4,"Coordinate decision support matrix within CM cell, Intel Ops, SIA and MIOC leadership",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.5,Finalize decision support matrix,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.6,Create an SOP to document process of dynamic ISR retasking,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.7,Train CM cell on the SOP ,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,10.8,Brief SOP and decision support matrix at CM WG,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 2.7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12,Plan and coordinate the surge of collection and PED assets into the MOC AOR to support crisis operations.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.1,Review PIRs and CCIRs specific to crisis operations,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 3.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.2,Review current collection plan and PED assets,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 3.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.3,Review list of collection platform capability shortfalls identify in the above PWS task (OP 2.7.1 procedure 8),C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 3.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.4,"Create a list of the new/additional collection requirements driven by the crisis, including PED assets. Identify where requirements expand on something current or add something new.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 3.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.5,Document a method for prioritizing collection requirements and PED asset requests,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.6,"Attend Collection Management WG, brief the WG on current collection plan status, additional collection needed, prioritization methodology, and solicit collection requirements from attendees",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.7,Consolidate inputs from the CM WG,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.8,Update collection plan and requests for submission,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,12.9,Brief MIOC leadership,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13,"Integrate all organic collection capabilities, to include manned, unmanned, active, passive, and remote sensors; manage TCPED processes for these.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13.1,Review all-source collection and list of organic collection capabilities.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13.2,Identify organic collection capabilities not reflected on the all-source collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.1 5.7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13.3,Identify appropriate use for collection capabilities that match PIRs/CCIRs. Prioritize uses if there are multiple.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13.4,Update collection plan to reflect all organic collection capabilities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13.5,"Identify and document TCPED for each collection capability, as well as a POC",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 1.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,13.6,"Identify recurring meeting where integrated management can occur. Check classification requirement of meeting, identify an appropriate space and verify all attendees have appropriate clearances.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 1.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14,"Integrate shore-based collection capabilities, to include manned, unmanned, active, passive, and remote sensors.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 1.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14.1,Create a list of applicable shore-based collection capabilities.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14.2,Identify appropriate use for collection capabilities that match PIRs/CCIRs. Prioritize uses if there are multiple.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 2.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14.3,Review all-source collection plan and identify which shore-based capabilities are not included,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 2.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14.4,Update collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 2.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14.5,Brief MIOC leadership,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 2.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,14.6,Disseminate updated collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 2.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15,"Integrate manned and unmanned expeditionary, amphibious, and special reconnaissance capabilities; design and manage TCPED processes for these.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.1,"Create a list of manned and unmanned expeditionary, amphibious, and special reconnaissance capabilities",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.2,Identify appropriate use for collection capabilities that match PIRs/CCIRs. Prioritize uses if there are multiple.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.3,"Review all-source collection plan and identify which manned and unmanned expeditionary, amphibious, and special reconnaissance capabilities are not included",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.4,Update collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.5,"Identify and document TCPED for each collection capability, as well as a POC",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.6,Brief MIOC leadership,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.7.1,15.7,"Identify recurring meeting where integrated management can occur. Check classification requirement of meeting, identify an appropriate space and verify all attendees have appropriate clearances.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.4.1 3.7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,,Plan and Coordinate subordinate operations to Collect Operational Information,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.2  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1,All-source Maritime Collection Plan developed in coordination with subordinates.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.2 13.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.1,Draft an all-source maritime collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.2,Brief MIOC leadership,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.3,"Attend Collection Management WG, brief the WG on draft collection plan and solicit collection capabilities and requirements from subordinates",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 4.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.4,Consolidate inputs from subordinates,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 4.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.5,Update all-source maritime collection plan ,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 4.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.6,Disseminate collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 4.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,1.7,Identify frequency to review and update collection plan via CM WG,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 4.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,2.0,Determine shortfalls and gaps in collection capability.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 7 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14,"Identify, validate, and prioritize force collection requirements.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 7.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.1,"Review PIRs, IRs, intel gaps and CCIRs",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 7.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.2,Meet with MIOC cells to solicit collection requirements,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 7.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.3,Meet with other IW cells to solicit collection requirements,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 7.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.4,Create an SOP to document how to identify collection requirements,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 17.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.5,Create a decision support matrix to support prioritizing collection requirements,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.6,Create an SOP to document how to validate collection requirements and frequency of re-validation,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5 15.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
